"","year","Model","Model2","Model3","Model4","Price","Milage","Autom","rul","gas","color","Other","View","Date","ID","Fullname","volume","condition","privod","url"
"2","1981","Mercedes-Benz","S","500","500","5000","280000","Automatic","Left","Gas","Gray","","Sedan","24.05.2021","autoam 1","Mercedes-Benz S 500",NA,NA,NA,NA
"3","2000","Mercedes-Benz","230","</span>","C-Class","5000","150000","Manual","Left","Gasoline","Silver","Light Sensor","Sedan","05.08.2021","autoam 2","Mercedes-Benz 230 </span>",NA,NA,NA,NA
"4","2000","Mercedes-Benz","C","240","240 c-class","5000","95000","Automatic","Left","Gasoline","Blue","<span style=""background-color:#000000""></span>Black","Sedan","23.04.2021","autoam 3","Mercedes-Benz C 240",NA,NA,NA,NA
"5","1998","Mercedes-Benz","320","</span>","ML 320 SUV","5000","200000","Automatic","Left","Gas","Black","ABS","Truck","05.08.2021","autoam 4","Mercedes-Benz 320 </span>",NA,NA,NA,NA
"6","2000","Mercedes-Benz","E","320","320 AVANGARD","5000","240000","Automatic","Left","Gasoline","Silver","ABS","Sedan","13.05.2021","autoam 5","Mercedes-Benz E 320",NA,NA,NA,NA
"7","2000","Mercedes-Benz","C","200","200","5000","120000","Automatic","Left","Gasoline","Silver","ABS","Sedan","05.05.2021","autoam 6","Mercedes-Benz C 200",NA,NA,NA,NA
"8","2000","Mercedes-Benz","C","200","200 Kompressor","5000","165000","Manual","Left","Gasoline","Silver","ABS","Sedan","17.04.2021","autoam 7","Mercedes-Benz C 200",NA,NA,NA,NA
"9","1995","Mercedes-Benz","124","</span>","","5000","420000","Manual","Left","Gasoline","Green","","Sedan","21.06.2021","autoam 8","Mercedes-Benz 124 </span>",NA,NA,NA,NA
"10","1998","Mercedes-Benz","E","240","240 E 240","5000","282000","Automatic","Left","Gas","Silver","","Sedan","13.04.2021","autoam 9","Mercedes-Benz E 240",NA,NA,NA,NA
"11","1995","Mercedes-Benz","S","320","320","5000","130000","Automatic","Left","Gasoline","Black","ABS","Sedan","11.02.2021","autoam 10","Mercedes-Benz S 320",NA,NA,NA,NA
"12","1998","Mercedes-Benz","C","180","180","5000","240000","Manual","Left","Gas","Blue","","Sedan","14.03.2022","autoam 11","Mercedes-Benz C 180",NA,NA,NA,NA
"13","1997","Mercedes-Benz","E","320","320","5000","130000","Automatic","Left","Gas","Black","ABS","Sedan","13.03.2022","autoam 12","Mercedes-Benz E 320",NA,NA,NA,NA
"14","1996","Mercedes-Benz","C","230","230","4850","200000","Manual","Left","Gas","Silver","ABS","Sedan","21.04.2021","autoam 13","Mercedes-Benz C 230",NA,NA,NA,NA
"15","2000","Nissan","Pathfinder","</span>","3.3 SUV","5000","150","Manual","Left","Gasoline","Silver","<span style=""background-color:#000000""></span>Black","Truck","25.11.2020","autoam 14","Nissan Pathfinder </span>",NA,NA,NA,NA
"16","1995","Mercedes-Benz","C","220","220","4800","300000","Automatic","Left","Gas","Silver","2.2","Sedan","22.05.2021","autoam 15","Mercedes-Benz C 220",NA,NA,NA,NA
"17","2000","Mercedes-Benz","C","200","200 w203","4800","115420","Manual","Left","Gasoline","Silver","ABS","Sedan","19.02.2021","autoam 16","Mercedes-Benz C 200",NA,NA,NA,NA
"18","1998","Mercedes-Benz","E","320","320","4800","135596","Automatic","Left","Gas","Silver","ABS","Sedan","31.03.2021","autoam 17","Mercedes-Benz E 320",NA,NA,NA,NA
"19","1994","Mercedes-Benz","S","500","500 W140","4800","755000","Automatic","Left","Gasoline","Red","","Sedan","18.02.2021","autoam 18","Mercedes-Benz S 500",NA,NA,NA,NA
"20","1998","Mercedes-Benz","E","320","320","4800","189132","Automatic","Left","Gasoline","Silver","ABS","Sedan","29.04.2021","autoam 19","Mercedes-Benz E 320",NA,NA,NA,NA
"21","1998","Chevrolet","Camaro","</span>","","4800","96000","Automatic","Left","Gasoline","Red","3","Coupe","25.05.2021","autoam 20","Chevrolet Camaro </span>",NA,NA,NA,NA
"22","1998","Mercedes-Benz","C","240","240 elegance","4800","272000","Automatic","Left","Gas","Blue","ABS","Sedan","18.02.2021","autoam 21","Mercedes-Benz C 240",NA,NA,NA,NA
"23","2000","Mercedes-Benz","C","180","180","4900","310000","Manual","Left","Gas","Silver","","Sedan","15.03.2022","autoam 22","Mercedes-Benz C 180",NA,NA,NA,NA
"24","2000","Volkswagen","Passat","</span>","","5000","1000000","Automatic","Left","Gas","Silver","<span style=""background-color:#000000""></span>Black","Sedan","17.03.2022","autoam 23","Volkswagen Passat </span>",NA,NA,NA,NA
"25","1999","Mercedes-Benz","E","200","200 Classic","5000","250000","Manual","Left","Gasoline","Silver","<span style=""background-color:#000000""></span>Black","Sedan","17.03.2022","autoam 24","Mercedes-Benz E 200",NA,NA,NA,NA
"26","2000","Mercedes-Benz","240","</span>","","4700","160000","Automatic","Left","Gas","Silver","ABS","Sedan","06.03.2021","autoam 25","Mercedes-Benz 240 </span>",NA,NA,NA,NA
"27","1998","Mercedes-Benz","E","240","240","4700","158649","Manual","Left","Gas","Silver","","Sedan","07.04.2021","autoam 26","Mercedes-Benz E 240",NA,NA,NA,NA
"28","2000","Mercedes-Benz","E","320","320","4700","200000","Automatic","Left","Gas","Golden","","Sedan","13.03.2021","autoam 27","Mercedes-Benz E 320",NA,NA,NA,NA
"29","1998","Mercedes-Benz","E","320","320 AVANGARDE","4700","260000","Automatic","Left","Gas","Silver","<span style=""background-color:#000000""></span>Black","Sedan","22.02.2021","autoam 28","Mercedes-Benz E 320",NA,NA,NA,NA
"30","1999","Mercedes-Benz","E","430","430 Mercedes e 430 4matic","5000","137000","Automatic","Left","Gas","Օther color","<span style=""background-color:#ccb486""></span>Beige","Sedan","18.06.2021","autoam 29","Mercedes-Benz E 430",NA,NA,NA,NA
"31","1994","Mercedes-Benz","S","320","320","5000","190000","Automatic","Left","Gas","Black","<span style=""background-color:#000000""></span>Black","Sedan","10.07.2021","autoam 30","Mercedes-Benz S 320",NA,NA,NA,NA
"32","1998","Mercedes-Benz","E","430","430","5000","256000","Automatic","Left","Gas","Silver","ABS","Sedan","08.07.2021","autoam 31","Mercedes-Benz E 430",NA,NA,NA,NA
"33","1997","Mercedes-Benz","E","320","320 210","4800","300000","Automatic","Left","Gasoline","Silver","<span style=""background-color:#000000""></span>Black","Sedan","15.03.2022","autoam 32","Mercedes-Benz E 320",NA,NA,NA,NA
"34","1998","Mercedes-Benz","C","240","240","5000","1234","Automatic","Left","Gas","Blue","ABS","Sedan","16.08.2021","autoam 33","Mercedes-Benz C 240",NA,NA,NA,NA
"35","1999","Mercedes-Benz","E","280","280 w210","4650","200000","Automatic","Left","Gas","Օther color","","Sedan","19.06.2021","autoam 34","Mercedes-Benz E 280",NA,NA,NA,NA
"36","1998","Mercedes-Benz","E","430","430","5000","100000","Automatic","Left","Gasoline","Black","<span style=""background-color:#c7c7c7""></span>Gray","Sedan","28.03.2022","autoam 35","Mercedes-Benz E 430",NA,NA,NA,NA
"37","2000","Mercedes-Benz","ML","320","320","5000","220000","Automatic","Left","Gasoline","Green","","Wagon","23.08.2021","autoam 36","Mercedes-Benz ML 320",NA,NA,NA,NA
"38","1999","Mercedes-Benz","E","320","320","5000","270000","Automatic","Left","Gas","Green","","Sedan","03.12.2021","autoam 37","Mercedes-Benz E 320",NA,NA,NA,NA
"39","2000","Mercedes-Benz","C","320","320","5000","250000","Automatic","Left","Gasoline","Silver","","Sedan","31.03.2022","autoam 38","Mercedes-Benz C 320",NA,NA,NA,NA
"40","1997","Mercedes-Benz","E","200","200 W210","4900","296000","Manual","Left","Gasoline","Blue","ABS","Sedan","20.06.2021","autoam 39","Mercedes-Benz E 200",NA,NA,NA,NA
"41","1997","Mercedes-Benz","E","280","280 Avangarde","4600","208000","Automatic","Left","Gasoline","Blue","<span style=""background-color:#000000""></span>Black","Sedan","18.05.2021","autoam 40","Mercedes-Benz E 280",NA,NA,NA,NA
"42","2000","Mercedes-Benz","CE","200","200","4600","230000","Manual","Left","Gas","Black","<span style=""background-color:#000000""></span>Black","Sedan","17.02.2021","autoam 41","Mercedes-Benz CE 200",NA,NA,NA,NA
"43","1995","Mercedes-Benz","S","320","320","5000","250000","Automatic","Left","Gasoline","Black","ABS","Sedan","02.04.2022","autoam 42","Mercedes-Benz S 320",NA,NA,NA,NA
"44","1998","Mercedes-Benz","C","180","180 Չունի","5000","223000","Manual","Left","Gas","Օther color","ABS","Sedan","24.04.2022","autoam 43","Mercedes-Benz C 180",NA,NA,NA,NA
"45","1997","Mercedes-Benz","E","200","200","5000","137000","Automatic","Left","Gasoline","Silver","","Sedan","21.02.2022","autoam 44","Mercedes-Benz E 200",NA,NA,NA,NA
"46","1998","Mercedes-Benz","C","230","230","4900","144000","Manual","Left","Gasoline","Black","","Sedan","06.08.2021","autoam 45","Mercedes-Benz C 230",NA,NA,NA,NA
"47","1998","Mercedes-Benz","E","200","200","5000","350000","Automatic","Left","Gasoline","Silver","ABS","Sedan","28.11.2021","autoam 46","Mercedes-Benz E 200",NA,NA,NA,NA
"48","2000","Ford","Galaxy","</span>","","5000","267000","Manual","Left","Gasoline","Sky-blue","2.3","Sedan","09.01.2022","autoam 47","Ford Galaxy </span>",NA,NA,NA,NA
"49","1994","Mercedes-Benz","E","320","320 W124","5000","180000","Automatic","Left","Gas","White","<span style=""background-color:#ccb486""></span>Beige","Sedan","10.01.2022","autoam 48","Mercedes-Benz E 320",NA,NA,NA,NA
"50","1995","Mercedes-Benz","S","600","600 50","5000","235000","Automatic","Left","Gas","Black","5.0","Sedan","29.01.2022","autoam 49","Mercedes-Benz S 600",NA,NA,NA,NA
"51","1998","Mercedes-Benz","E","200","200","5000","299000","Manual","Left","Gas","Green","","Sedan","09.01.2022","autoam 50","Mercedes-Benz E 200",NA,NA,NA,NA
"210","1998","Mercedes-Benz","E","280","280 Elegance 2.8","5000","278000","Automatic","Left","Gasoline","Gray","<span style=""background-color:#000000""></span>Black","Sedan","23.03.2022","autoam 51","Mercedes-Benz E 280",NA,NA,NA,NA
"310","1998","Mercedes-Benz","E","280","280","5000","25000","Automatic","Left","Gas","Gray","<span style=""background-color:#000000""></span>Black","Sedan","27.01.2022","autoam 52","Mercedes-Benz E 280",NA,NA,NA,NA
"410","1995","Mercedes-Benz","S","500","500 Japan s500","5000","220000","Automatic","Left","Gas","Black","","Sedan","05.01.2022","autoam 53","Mercedes-Benz S 500",NA,NA,NA,NA
"52","2000","Renault","Scenic","</span>","SUV","5000","250000","Manual","Left","Gasoline","Green","<span style=""background-color:#000000""></span>Black","Truck","08.11.2021","autoam 54","Renault Scenic </span>",NA,NA,NA,NA
"61","1998","Mercedes-Benz","E","320","320 E210","5000","250000","Automatic","Left","Gasoline","Silver","<span style=""background-color:#000000""></span>Black","Sedan","22.12.2021","autoam 55","Mercedes-Benz E 320",NA,NA,NA,NA
"71","1999","Mercedes-Benz","420","</span>","S","4900","260000","Automatic","Left","Gasoline","Black","","Sedan","21.08.2021","autoam 56","Mercedes-Benz 420 </span>",NA,NA,NA,NA
"81","1997","Mercedes-Benz","E","430","430","5000","153000","Automatic","Left","Gas","Blue","<span style=""background-color:#2e56a6""></span>Blue","Sedan","18.10.2020","autoam 57","Mercedes-Benz E 430",NA,NA,NA,NA
"91","2000","Chevrolet","Niva","</span>","Frontera 3.2 SUV","5000","150000","Manual","Left","Gasoline","Green","","Truck","31.10.2020","autoam 58","Chevrolet Niva </span>",NA,NA,NA,NA
"101","2000","Jeep","Grand","Cherokee","Cherokee SUV","5000","135000","Automatic","Left","Gas","Blue","","Truck","15.09.2020","autoam 59","Jeep Grand Cherokee",NA,NA,NA,NA
"111","1997","Mercedes-Benz","E","420","420","5000","237000","Automatic","Left","Gas","Black","<span style=""background-color:#000000""></span>Black","Sedan","08.09.2020","autoam 60","Mercedes-Benz E 420",NA,NA,NA,NA
"121","1999","Mercedes-Benz","E","320","320 E320 gaz","5000","160000","Automatic","Left","Gas","Blue","<span style=""background-color:#000000""></span>Black","Sedan","08.08.2020","autoam 61","Mercedes-Benz E 320",NA,NA,NA,NA
"131","1998","Mercedes-Benz","E","320","320","5000","120000","Automatic","Left","Gas","Silver","<span style=""background-color:#000000""></span>Black","Sedan","29.11.2021","autoam 62","Mercedes-Benz E 320",NA,NA,NA,NA
"141","1999","Mercedes-Benz","E","320","320","5000","210000","Automatic","Left","Gas","Green","","Sedan","08.09.2020","autoam 63","Mercedes-Benz E 320",NA,NA,NA,NA
"151","1998","Mercedes-Benz","320","</span>","","֏2400","160000","Automatic","Left","Gas","Silver","ABS","Sedan","11.09.2020","autoam 64","Mercedes-Benz 320 </span>",NA,NA,NA,NA
"161","1998","Mercedes-Benz","C","240","240","5000","250000","Automatic","Left","Gas","Օther color","ABS","Sedan","24.07.2020","autoam 65","Mercedes-Benz C 240",NA,NA,NA,NA
"171","1998","Ford","Expedition","</span>","SUV","5000","150000","Automatic","Left","Gas","Black","","Truck","24.10.2020","autoam 66","Ford Expedition </span>",NA,NA,NA,NA
"181","2000","Mercedes-Benz","Vito","</span>","V230 Minivan","5000","170000","Automatic","Right","Gas","White","ABS","Minibus","25.10.2021","autoam 67","Mercedes-Benz Vito </span>",NA,NA,NA,NA
"191","1999","BMW","316","</span>","","5000","205000","Manual","Left","Gasoline","Silver","1.9","Sedan","27.01.2021","autoam 68","BMW 316 </span>",NA,NA,NA,NA
"201","1997","Mercedes-Benz","420","</span>","","5000","237000","Automatic","Left","Gas","Black","ABS","Hatchback","08.09.2020","autoam 69","Mercedes-Benz 420 </span>",NA,NA,NA,NA
"211","1998","Mercedes-Benz","E","430","430 Avangard","5000","180000","Automatic","Left","Gasoline","Silver","ABS","Sedan","13.01.2021","autoam 70","Mercedes-Benz E 430",NA,NA,NA,NA
"221","1997","Mercedes-Benz","E","240","240","5000","300000","Manual","Left","Gas","Silver","2.4","Sedan","25.09.2020","autoam 71","Mercedes-Benz E 240",NA,NA,NA,NA
"231","1998","Mercedes-Benz","Vito","</span>","Minivan","5000","300000","Manual","Left","Gas","Silver","<span style=""background-color:#bababa""></span>Other","Minibus","20.11.2020","autoam 72","Mercedes-Benz Vito </span>",NA,NA,NA,NA
"241","2000","Mercedes-Benz","ML","320","320 SUV","5000","280000","Automatic","Left","Gas","Green","ABS","Truck","09.10.2019","autoam 73","Mercedes-Benz ML 320",NA,NA,NA,NA
"251","1997","Mercedes-Benz","E","320","320 Avantgard","4999","233000","Automatic","Right","Gas","Օther color","ABS","Sedan","15.10.2019","autoam 74","Mercedes-Benz E 320",NA,NA,NA,NA
"261","2000","Mercedes-Benz","E","240","240","5000","320000","Automatic","Left","Gasoline","Blue","","Wagon","25.02.2022","autoam 75","Mercedes-Benz E 240",NA,NA,NA,NA
"271","1996","Mercedes-Benz","E","320","320 Avangard","5000","118000","Automatic","Right","Gasoline","Silver","","Sedan","23.12.2021","autoam 76","Mercedes-Benz E 320",NA,NA,NA,NA
"281","1999","Mercedes-Benz","E","320","320","4990","301935","Automatic","Left","Gasoline","Golden","","Sedan","20.07.2018","autoam 77","Mercedes-Benz E 320",NA,NA,NA,NA
"291","1997","Mercedes-Benz","320","</span>","","5000","291000","Automatic","Left","Gas","Gray","ABS","Sedan","17.02.2022","autoam 78","Mercedes-Benz 320 </span>",NA,NA,NA,NA
"301","1998","Mercedes-Benz","E","200","200 2.0 gaz","5000","228000","Manual","Left","Gas","Blue","ABS","Sedan","29.06.2022","autoam 79","Mercedes-Benz E 200",NA,NA,NA,NA
"311","1998","BMW","323","</span>","sport. restyling 2003","5000","180000","Automatic","Left","Gasoline","Gray","<span style=""background-color:#c7c7c7""></span>Gray","Sedan","15.10.2021","autoam 80","BMW 323 </span>",NA,NA,NA,NA
"321","1999","BMW","320","</span>","","5000","189579","Automatic","Left","Gasoline","Gray","ABS","Sedan","30.12.2021","autoam 81","BMW 320 </span>",NA,NA,NA,NA
"331","1998","Mercedes-Benz","C","180","180","5000","204000","Manual","Left","Gas","Silver","","Sedan","25.11.2021","autoam 82","Mercedes-Benz C 180",NA,NA,NA,NA
"341","2000","Honda","CR-V","</span>","SUV","4990","267500","Manual","Left","Gas","Silver","","Truck","19.02.2022","autoam 83","Honda CR-V </span>",NA,NA,NA,NA
"351","2000","Mercedes-Benz","200","</span>","","5000","300000","Manual","Left","Gas","Blue","ABS","Sedan","29.10.2021","autoam 84","Mercedes-Benz 200 </span>",NA,NA,NA,NA
"361","1991","Mercedes-Benz","124","</span>","23","5000","277000","Automatic","Left","Gasoline","Blue","<span style=""background-color:#2e56a6""></span>Blue","Sedan","18.01.2022","autoam 85","Mercedes-Benz 124 </span>",NA,NA,NA,NA
"371","2000","BMW","318","</span>","E46","5000","208000","Manual","Left","Gas","Blue","ABS","Sedan","10.07.2021","autoam 86","BMW 318 </span>",NA,NA,NA,NA
"381","1994","Mercedes-Benz","124","</span>","E280","5000","290000","Automatic","Left","Gas","Black","","Sedan","21.10.2021","autoam 87","Mercedes-Benz 124 </span>",NA,NA,NA,NA
"391","2000","BMW","316","</span>","","5000","252000","Manual","Left","Gas","Blue","ABS","Sedan","04.01.2021","autoam 88","BMW 316 </span>",NA,NA,NA,NA
"401","1998","Mercedes-Benz","E","280","280","5000","228000","Automatic","Left","Gasoline","Silver","ABS","Sedan","07.06.2022","autoam 89","Mercedes-Benz E 280",NA,NA,NA,NA
"411","1999","Mercedes-Benz","E","240","240","5000","240000","Manual","Left","Gasoline","Blue","","Sedan","30.06.2022","autoam 90","Mercedes-Benz E 240",NA,NA,NA,NA
"421","1999","Mercedes-Benz","240","</span>","","5000","338000","Automatic","Left","Gas","Black","ABS","Sedan","09.04.2022","autoam 91","Mercedes-Benz 240 </span>",NA,NA,NA,NA
"431","1997","Mercedes-Benz","S","320","320 777","4800","133000","Automatic","Left","Gas","Silver","ABS","Sedan","03.05.2021","autoam 92","Mercedes-Benz S 320",NA,NA,NA,NA
"441","2000","Mercedes-Benz","C","180","180","4500","215000","Manual","Left","Gasoline","Black","","Sedan","31.05.2021","autoam 93","Mercedes-Benz C 180",NA,NA,NA,NA
"451","1998","Mercedes-Benz","E","320","320","4500","125000","Automatic","Left","Gasoline","Black","","Sedan","22.02.2021","autoam 94","Mercedes-Benz E 320",NA,NA,NA,NA
"461","1999","Mercedes-Benz","C","280","280 2.8 v 6","4500","180000","Manual","Left","Gas","Black","<span style=""background-color:#000000""></span>Black","Sedan","07.06.2021","autoam 95","Mercedes-Benz C 280",NA,NA,NA,NA
"471","1999","Mercedes-Benz","240","</span>","","4500","160000","Automatic","Left","Gasoline","Blue","2.4","Sedan","27.04.2021","autoam 96","Mercedes-Benz 240 </span>",NA,NA,NA,NA
"481","2000","Mercedes-Benz","E","320","320 Avangard E 320 W japan","4500","170000","Automatic","Left","Gas","Gray","ABS","Sedan","25.03.2021","autoam 97","Mercedes-Benz E 320",NA,NA,NA,NA
"491","1996","Mercedes-Benz","E","230","230","4500","290000","Manual","Left","Gas","Silver","","Sedan","25.05.2021","autoam 98","Mercedes-Benz E 230",NA,NA,NA,NA
"501","1996","Mercedes-Benz","E","230","230 Meqenan gt","4500","250000","Automatic","Right","Gas","Silver","2.3","Sedan","23.04.2021","autoam 99","Mercedes-Benz E 230",NA,NA,NA,NA
"511","2000","Volkswagen","Passat","</span>","","4500","190000","Automatic","Left","Gasoline","Silver","<span style=""background-color:#000000""></span>Black","Sedan","07.04.2021","autoam 100","Volkswagen Passat </span>",NA,NA,NA,NA
"212","2000","Mercedes-Benz","C","180","180","4500","215000","Manual","Left","Gasoline","Black","","Sedan","31.05.2021","autoam 101","Mercedes-Benz C 180",NA,NA,NA,NA
"312","1999","Mercedes-Benz","240","</span>","","4500","160000","Automatic","Left","Gasoline","Blue","2.4","Sedan","27.04.2021","autoam 102","Mercedes-Benz 240 </span>",NA,NA,NA,NA
"412","2000","Volkswagen","Passat","</span>","","4500","190000","Automatic","Left","Gasoline","Silver","<span style=""background-color:#000000""></span>Black","Sedan","07.04.2021","autoam 103","Volkswagen Passat </span>",NA,NA,NA,NA
"53","1998","Mercedes-Benz","C","280","280 SPORT 2.8","4500","310000","Manual","Left","Gasoline","Black","ABS","Sedan","01.03.2021","autoam 104","Mercedes-Benz C 280",NA,NA,NA,NA
"62","2000","Chrysler","</span>","<div","<div","4500","160000","Automatic","Left","Gasoline","Golden","FWD","Sedan","11.02.2021","autoam 105","Chrysler </span> <div",NA,NA,NA,NA
"72","2000","Chrysler","</span>","<div","<div","4500","160000","Automatic","Left","Gas","Golden","FWD","Sedan","09.02.2021","autoam 106","Chrysler </span> <div",NA,NA,NA,NA
"82","2000","BMW","320","</span>","","4400","184500","Automatic","Left","Gas","Silver","2.0","Sedan","24.03.2021","autoam 107","BMW 320 </span>",NA,NA,NA,NA
"92","1999","Mercedes-Benz","C","180","180 1.8","4300","190000","Manual","Left","Gas","Blue","ABS","Sedan","03.06.2021","autoam 108","Mercedes-Benz C 180",NA,NA,NA,NA
"102","2000","BMW","320","</span>","","4300","331000","Manual","Left","Gas","Blue","<span style=""background-color:#c7c7c7""></span>Gray","Sedan","07.02.2021","autoam 109","BMW 320 </span>",NA,NA,NA,NA
"112","2000","BMW","320","</span>","","4500","184000","Automatic","Left","Gas","Silver","ABS","Sedan","09.07.2021","autoam 110","BMW 320 </span>",NA,NA,NA,NA
"122","1996","Volkswagen","Vento","</span>","","4500","280000","Manual","Left","Gasoline","Silver","ABS","Sedan","21.04.2022","autoam 111","Volkswagen Vento </span>",NA,NA,NA,NA
"132","1998","Mercedes-Benz","C","180","180","4500","158000","Manual","Left","Gasoline","Gray","","Sedan","13.09.2021","autoam 112","Mercedes-Benz C 180",NA,NA,NA,NA
"142","1998","Mercedes-Benz","E","240","240 2.5","4200","210","Manual","Left","Gas","Green","<span style=""background-color:#c7c7c7""></span>Gray","Sedan","30.05.2021","autoam 113","Mercedes-Benz E 240",NA,NA,NA,NA
"152","1997","Mercedes-Benz","240","</span>","","4200","300000","Automatic","Left","Gasoline","Blue","ABS","Sedan","11.05.2021","autoam 114","Mercedes-Benz 240 </span>",NA,NA,NA,NA
"162","1998","BMW","525","</span>","Idalakan","4500","300","Automatic","Left","Gasoline","Silver","<span style=""background-color:#12a30d""></span>Green","Sedan","15.08.2021","autoam 115","BMW 525 </span>",NA,NA,NA,NA
"172","1997","Mercedes-Benz","E","230","230","4500","220000","Manual","Left","Gasoline","Silver","","Sedan","30.03.2022","autoam 116","Mercedes-Benz E 230",NA,NA,NA,NA
"182","1997","Mercedes-Benz","C","180","180 Elegance","֏2200","167000","Manual","Left","Gasoline","Blue","<span style=""background-color:#c7c7c7""></span>Gray","Sedan","17.08.2021","autoam 117","Mercedes-Benz C 180",NA,NA,NA,NA
"192","1996","Mercedes-Benz","C","180","180","4500","10","Manual","Left","Gasoline","Silver","","Sedan","31.03.2022","autoam 118","Mercedes-Benz C 180",NA,NA,NA,NA
"202","1998","Mercedes-Benz","E","200","200","4500","300000","Manual","Left","Gas","Silver","","Sedan","16.09.2021","autoam 119","Mercedes-Benz E 200",NA,NA,NA,NA
"213","1998","Mercedes-Benz","C","180","180 077-339-164","4400","204000","Manual","Left","Gas","Blue","ABS","Sedan","13.12.2021","autoam 120","Mercedes-Benz C 180",NA,NA,NA,NA
"222","1998","Mercedes-Benz","C","180","180","4500","201000","Manual","Left","Gas","Blue","122","Sedan","30.01.2022","autoam 121","Mercedes-Benz C 180",NA,NA,NA,NA
"232","1997","Mercedes-Benz","180","</span>","","4500","253000","Manual","Left","Gas","Օther color","ABS","Sedan","06.03.2022","autoam 122","Mercedes-Benz 180 </span>",NA,NA,NA,NA
"242","1996","Mercedes-Benz","124","</span>","","4500","240000","Manual","Left","Gasoline","Black","ABS","Sedan","17.02.2022","autoam 123","Mercedes-Benz 124 </span>",NA,NA,NA,NA
"252","1997","Mercedes-Benz","C","280","280","4500","123456","Automatic","Left","Gas","Silver","","Sedan","12.01.2022","autoam 124","Mercedes-Benz C 280",NA,NA,NA,NA
"262","1996","Mercedes-Benz","E","230","230","4500","180000","Manual","Left","Gas","Silver","ABS","Sedan","15.01.2022","autoam 125","Mercedes-Benz E 230",NA,NA,NA,NA
"272","1998","Mercedes-Benz","E","280","280","4500","12345","Automatic","Left","Gas","Black","","Sedan","06.02.2022","autoam 126","Mercedes-Benz E 280",NA,NA,NA,NA
