"","year","Model","Model2","Model3","Model4","Price","Milage","Autom","rul","gas","color","Other","View","Date","ID","Fullname","volume","condition","privod","url"
"282","1998","Mercedes-Benz","CLK","320","320 clk320","4500","106000","Automatic","Left","Gasoline","Black","<span style=""background-color:#000000""></span>Black","Coupe","15.04.2021","autoam 127","Mercedes-Benz CLK 320",NA,NA,NA,NA
"292","2000","Mercedes-Benz","E","320","320 Ինժեկտոր գազ","4500","322000","Automatic","Left","Gas","Օther color","3.2","Sedan","05.12.2020","autoam 128","Mercedes-Benz E 320",NA,NA,NA,NA
"302","1998","Mercedes-Benz","E","240","240","4500","280000","Manual","Left","Gas","Silver","<span style=""background-color:#000000""></span>Black","Sedan","01.11.2020","autoam 129","Mercedes-Benz E 240",NA,NA,NA,NA
"313","2000","BMW","525","</span>","Idealakan vichakshaat shtaaapa","4500","270000","Automatic","Left","Gasoline","Gray","","Sedan","07.06.2021","autoam 130","BMW 525 </span>",NA,NA,NA,NA
"322","1998","BMW","520","</span>","520i","4500","278000","Manual","Left","Gas","Sky-blue","<span style=""background-color:#000000""></span>Black","Sedan","23.12.2020","autoam 131","BMW 520 </span>",NA,NA,NA,NA
"332","1998","Mercedes-Benz","C","200","200 Sharlote","4500","230000","Automatic","Left","Gas","Blue","ABS","Sedan","19.11.2020","autoam 132","Mercedes-Benz C 200",NA,NA,NA,NA
"342","1996","Mercedes-Benz","ML","320","320 ML-320 SUV","4500","250000","Automatic","Left","Gas","Green","","Truck","26.06.2021","autoam 133","Mercedes-Benz ML 320",NA,NA,NA,NA
"352","1995","Mercedes-Benz","124","</span>","E280","4500","270000","Manual","Left","Gasoline","Black","<span style=""background-color:#000000""></span>Black","Sedan","24.09.2020","autoam 134","Mercedes-Benz 124 </span>",NA,NA,NA,NA
"362","2000","BMW","325","</span>","","4500","70000","Automatic","Left","Gasoline","Silver","","Sedan","07.09.2020","autoam 135","BMW 325 </span>",NA,NA,NA,NA
"372","1999","Mercedes-Benz","E","320","320 3.2","4500","330000","Automatic","Left","Gas","Silver","","Sedan","22.12.2019","autoam 136","Mercedes-Benz E 320",NA,NA,NA,NA
"382","2000","Mercedes-Benz","C","240","240","4500","195000","Automatic","Left","Gas","Blue","<span style=""background-color:#000000""></span>Black","Sedan","28.02.2021","autoam 137","Mercedes-Benz C 240",NA,NA,NA,NA
"392","1995","Mercedes-Benz","S","320","320","4500","360000","Automatic","Left","Gas","Blue","ABS","Sedan","20.09.2020","autoam 138","Mercedes-Benz S 320",NA,NA,NA,NA
"402","2000","Jaguar","S-Type","</span>","","4500","168000","Automatic","Left","Gasoline","Blue","","Sedan","14.12.2020","autoam 139","Jaguar S-Type </span>",NA,NA,NA,NA
"413","1998","Mercedes-Benz","200","</span>","elegance","4500","190000","Automatic","Left","Gas","Green","","Sedan","08.12.2020","autoam 140","Mercedes-Benz 200 </span>",NA,NA,NA,NA
"422","1998","Mercedes-Benz","C","180","180","4500","240000","Manual","Left","Gas","Green","","Sedan","08.04.2022","autoam 141","Mercedes-Benz C 180",NA,NA,NA,NA
"432","1995","Mercedes-Benz","C","180","180","4500","247000","Manual","Left","Gasoline","Green","<span style=""background-color:#000000""></span>Black","Sedan","03.04.2022","autoam 142","Mercedes-Benz C 180",NA,NA,NA,NA
"442","1998","BMW","318","</span>","077844332","4500","221000","Manual","Left","Gasoline","Black","ABS","Sedan","18.11.2021","autoam 143","BMW 318 </span>",NA,NA,NA,NA
"452","1998","Mercedes-Benz","180","</span>","","4300","220000","Manual","Left","Gasoline","Օther color","","Sedan","12.12.2021","autoam 144","Mercedes-Benz 180 </span>",NA,NA,NA,NA
"462","1997","Mercedes-Benz","C","180","180","4500","215000","Manual","Left","Gas","Black","ABS","Sedan","29.06.2022","autoam 145","Mercedes-Benz C 180",NA,NA,NA,NA
"472","1996","BMW","528","</span>","","4300","205000","Manual","Left","Gas","Black","ABS","Sedan","08.12.2021","autoam 146","BMW 528 </span>",NA,NA,NA,NA
"482","1992","Mercedes-Benz","S","500","500","4000","250000","Automatic","Left","Gas","Blue","","Sedan","12.06.2021","autoam 147","Mercedes-Benz S 500",NA,NA,NA,NA
"492","2000","BMW","318","</span>","1.9 cep","4000","250000","Manual","Left","Gasoline","Blue","<span style=""background-color:#000000""></span>Black","Sedan","09.05.2021","autoam 148","BMW 318 </span>",NA,NA,NA,NA
"502","1997","Mercedes-Benz","230","</span>","","4000","187500","Manual","Left","Gasoline","Silver","","Sedan","04.03.2021","autoam 149","Mercedes-Benz 230 </span>",NA,NA,NA,NA
"512","1997","Mercedes-Benz","230","</span>","","4000","187500","Manual","Left","Gasoline","Silver","","Sedan","04.03.2021","autoam 150","Mercedes-Benz 230 </span>",NA,NA,NA,NA
"214","1998","Mercedes-Benz","E","280","280 2.8","4400","270000","Automatic","Left","Gas","Golden","<span style=""background-color:#000000""></span>Black","Sedan","01.02.2021","autoam 151","Mercedes-Benz E 280",NA,NA,NA,NA
"314","1999","Mercedes-Benz","C","180","180 ՇՏԱՊԲԱԼՈՆ16ԻԺԵԿՏՈՐ","4000","176000","Manual","Left","Gas","Black","1.8","Sedan","25.05.2021","autoam 152","Mercedes-Benz C 180",NA,NA,NA,NA
"414","1997","Mercedes-Benz","C","180","180","4400","275000","Manual","Left","Gasoline","Black","","Sedan","30.12.2021","autoam 153","Mercedes-Benz C 180",NA,NA,NA,NA
"54","1999","Mercedes-Benz","E","240","240 mersedes","4350","195000","Automatic","Left","Gasoline","Silver","<span style=""background-color:#000000""></span>Black","Sedan","14.09.2020","autoam 154","Mercedes-Benz E 240",NA,NA,NA,NA
"63","1998","Mercedes-Benz","C","180","180 C 1.8","3950","280000","Manual","Left","Gas","Silver","ABS","Sedan","20.03.2021","autoam 155","Mercedes-Benz C 180",NA,NA,NA,NA
"73","2000","BMW","320","</span>","","4300","220000","Manual","Left","Gasoline","Օther color","2.0","Sedan","29.11.2021","autoam 156","BMW 320 </span>",NA,NA,NA,NA
"83","2000","BMW","318","</span>","Hcjkfsfhch","4200","175000","Automatic","Left","Gas","Black","","Sedan","05.09.2021","autoam 157","BMW 318 </span>",NA,NA,NA,NA
"93","1994","Mercedes-Benz","C","180","180","4500","200000","Manual","Left","Gas","Cherry","<span style=""background-color:#000000""></span>Black","Sedan","28.04.2022","autoam 158","Mercedes-Benz C 180",NA,NA,NA,NA
"103","1999","Mercedes-Benz","E","240","240","4500","280000","Manual","Left","Gas","Silver","","Sedan","22.05.2022","autoam 159","Mercedes-Benz E 240",NA,NA,NA,NA
"113","1997","Mercedes-Benz","E","320","320 Minivan","4300","200000","Automatic","Left","Gas","Cherry","<span style=""background-color:#c7c7c7""></span>Gray","Minibus","09.02.2022","autoam 160","Mercedes-Benz E 320",NA,NA,NA,NA
"123","1996","Mercedes-Benz","C","180","180 ELEGANCE","4200","280000","Manual","Left","Gasoline","Silver","ABS","Sedan","30.03.2022","autoam 161","Mercedes-Benz C 180",NA,NA,NA,NA
"133","1998","Mercedes-Benz","280","</span>",".","3900","191000","Automatic","Left","Gas","Beige","","Sedan","22.03.2021","autoam 162","Mercedes-Benz 280 </span>",NA,NA,NA,NA
"143","1999","BMW","528","</span>","","4400","344000","Automatic","Left","Gas","Green","ABS","Sedan","06.05.2022","autoam 163","BMW 528 </span>",NA,NA,NA,NA
"153","2000","Chrysler","Town","&amp;","&amp;","4000","134720","Semi-automatic","Left","Gasoline","Red","ABS","Wagon","25.02.2022","autoam 164","Chrysler Town &amp;",NA,NA,NA,NA
"163","1997","Mercedes-Benz","C","200","200","4000","180000","Automatic","Left","Gasoline","Silver","","Sedan","27.11.2020","autoam 165","Mercedes-Benz C 200",NA,NA,NA,NA
"173","2000","BMW","318","</span>","1.9 prastoy","4000","150000","Manual","Left","Gasoline","Black","","Sedan","26.11.2020","autoam 166","BMW 318 </span>",NA,NA,NA,NA
"183","1998","Mercedes-Benz","C","180","180","4500","193000","Manual","Left","Gas","Black","ABS","Sedan","01.05.2022","autoam 167","Mercedes-Benz C 180",NA,NA,NA,NA
"193","1996","Mercedes-Benz","C","180","180 ELEGANCE","4200","323000","Manual","Left","Gasoline","Silver","ABS","Sedan","02.04.2022","autoam 168","Mercedes-Benz C 180",NA,NA,NA,NA
"203","1997","Mercedes-Benz","240","</span>","","4200","230000","Automatic","Left","Gasoline","Gray","ABS","Sedan","06.10.2021","autoam 169","Mercedes-Benz 240 </span>",NA,NA,NA,NA
"215","1992","Mercedes-Benz","124","</span>","","4200","295000","Automatic","Left","Gas","Violet","<span style=""background-color:#c7c7c7""></span>Gray","Sedan","28.01.2022","autoam 170","Mercedes-Benz 124 </span>",NA,NA,NA,NA
"223","1985","Mercedes-Benz","S","500","500 Long","4200","10","Automatic","Left","Gas","Black","ABS","Sedan","28.02.2022","autoam 171","Mercedes-Benz S 500",NA,NA,NA,NA
"233","1998","BMW","320","</span>","","4200","200000","Manual","Left","Gas","White","150","Sedan","26.09.2021","autoam 172","BMW 320 </span>",NA,NA,NA,NA
"243","1998","Mercedes-Benz","C","180","180","4300","270000","Manual","Left","Gasoline","Silver","<span style=""background-color:#2e56a6""></span>Blue","Sedan","21.04.2022","autoam 173","Mercedes-Benz C 180",NA,NA,NA,NA
"253","1996","Mercedes-Benz","180","</span>","","4500","285000","Manual","Left","Gas","White","","Sedan","27.06.2022","autoam 174","Mercedes-Benz 180 </span>",NA,NA,NA,NA
"263","1999","BMW","540","</span>","","4200","260000","Automatic","Left","Gas","Silver","","Wagon","26.12.2020","autoam 175","BMW 540 </span>",NA,NA,NA,NA
"273","1997","Mercedes-Benz","C","180","180","4200","350000","Manual","Left","Gas","Blue","<span style=""background-color:#000000""></span>Black","Sedan","21.12.2020","autoam 176","Mercedes-Benz C 180",NA,NA,NA,NA
"283","1997","BMW","528","</span>","","4200","135000","Automatic","Left","Gasoline","Silver","","Sedan","05.02.2021","autoam 177","BMW 528 </span>",NA,NA,NA,NA
"293","1999","Mercedes-Benz","C","200","200 C 200","4200","190000","Manual","Left","Gas","Green","","Sedan","28.12.2020","autoam 178","Mercedes-Benz C 200",NA,NA,NA,NA
"303","1999","BMW","318","</span>","1.9","4200","225000","Automatic","Left","Gasoline","Silver","","Sedan","05.09.2020","autoam 179","BMW 318 </span>",NA,NA,NA,NA
"315","2000","BMW","320","</span>","i","4200","328000","Automatic","Left","Gasoline","Blue","<span style=""background-color:#000000""></span>Black","Sedan","30.08.2020","autoam 180","BMW 320 </span>",NA,NA,NA,NA
"323","2000","BMW","M3","</span>","BMW E46","3800","190000","Manual","Left","Gasoline","Gray","<span style=""background-color:#000000""></span>Black","Sedan","25.04.2021","autoam 181","BMW M3 </span>",NA,NA,NA,NA
"333","1998","Mercedes-Benz","180","</span>","","3800","196000","Manual","Left","Gasoline","Black","","Sedan","25.03.2021","autoam 182","Mercedes-Benz 180 </span>",NA,NA,NA,NA
"343","1997","Mercedes-Benz","C","180","180 Elegance","3800","210000","Manual","Left","Gasoline","Silver","ABS","Sedan","11.05.2021","autoam 183","Mercedes-Benz C 180",NA,NA,NA,NA
"353","1998","Mercedes-Benz","C","180","180","֏2000","250000","Manual","Left","Gas","Blue","","Sedan","30.04.2022","autoam 184","Mercedes-Benz C 180",NA,NA,NA,NA
"363","1994","Mercedes-Benz","C","180","180 Elegance","4500","200000","Manual","Left","Gasoline","Aubergine","ABS","Sedan","02.07.2022","autoam 185","Mercedes-Benz C 180",NA,NA,NA,NA
"373","1998","Mercedes-Benz","C","180","180","4100","260000","Manual","Left","Gasoline","Silver","ABS","Sedan","04.04.2022","autoam 186","Mercedes-Benz C 180",NA,NA,NA,NA
"383","1995","Mercedes-Benz","E","200","200","4000","300000","Manual","Left","Gasoline","Silver","ABS","Coupe","25.08.2021","autoam 187","Mercedes-Benz E 200",NA,NA,NA,NA
"393","1996","Mercedes-Benz","C","180","180","4300","200000","Manual","Left","Gas","Cherry","","Sedan","15.05.2022","autoam 188","Mercedes-Benz C 180",NA,NA,NA,NA
"403","2000","Volkswagen","Golf","</span>","4","4000","190000","Manual","Left","Gas","Silver","<span style=""background-color:#000000""></span>Black","Wagon","29.06.2022","autoam 189","Volkswagen Golf </span>",NA,NA,NA,NA
"415","1999","BMW","318","</span>","","3700","148000","Manual","Left","Gasoline","Silver","ABS","Sedan","11.04.2021","autoam 190","BMW 318 </span>",NA,NA,NA,NA
"423","1995","Mercedes-Benz","C","180","180","3700","200000","Manual","Left","Gasoline","Black","ABS","Sedan","15.04.2021","autoam 191","Mercedes-Benz C 180",NA,NA,NA,NA
"433","1997","Mercedes-Benz","C","180","180","4000","240000","Manual","Left","Gas","Black","ABS","Sedan","23.07.2021","autoam 192","Mercedes-Benz C 180",NA,NA,NA,NA
"443","1998","BMW","528","</span>","M5","4000","300","Manual","Left","Gas","Red","ABS","Sedan","06.01.2022","autoam 193","BMW 528 </span>",NA,NA,NA,NA
"453","1997","Mercedes-Benz","C","180","180","4000","108000","Manual","Left","Gasoline","Silver","ABS","Sedan","26.01.2022","autoam 194","Mercedes-Benz C 180",NA,NA,NA,NA
"463","1998","Mercedes-Benz","E","200","200 Elegante","4000","190000","Automatic","Left","Gasoline","Green","ABS","Sedan","15.01.2022","autoam 195","Mercedes-Benz E 200",NA,NA,NA,NA
"473","1997","Mercedes-Benz","180","</span>","","4000","25000","Automatic","Left","Gas","Silver","","Sedan","03.01.2022","autoam 196","Mercedes-Benz 180 </span>",NA,NA,NA,NA
"483","1999","Mercedes-Benz","C","180","180 Classic Selecstion","4000","303205","Manual","Left","Gas","Blue","<span style=""background-color:#000000""></span>Black","Sedan","08.11.2020","autoam 197","Mercedes-Benz C 180",NA,NA,NA,NA
"493","1996","Mercedes-Benz","C","180","180","4000","301141","Manual","Left","Gas","Silver","1.8","Sedan","21.08.2018","autoam 198","Mercedes-Benz C 180",NA,NA,NA,NA
"503","1996","Mercedes-Benz","E","230","230 W210 23 SAKARKELI","4000","22000","Manual","Left","Gas","Silver","ABS","Sedan","01.02.2021","autoam 199","Mercedes-Benz E 230",NA,NA,NA,NA
"513","1996","Mercedes-Benz","C","180","180","4000","170000","Manual","Left","Gasoline","Silver","ABS","Sedan","26.12.2020","autoam 200","Mercedes-Benz C 180",NA,NA,NA,NA
"216","1997","Mercedes-Benz","E","320","320 3.2","4000","180000","Automatic","Left","Gasoline","Gray","<span style=""background-color:#000000""></span>Black","Sedan","26.12.2020","autoam 201","Mercedes-Benz E 320",NA,NA,NA,NA
"316","1999","Mercedes-Benz","C","180","180 18","4000","205000","Manual","Left","Gas","Silver","<span style=""background-color:#2e56a6""></span>Blue","Sedan","03.01.2021","autoam 202","Mercedes-Benz C 180",NA,NA,NA,NA
"416","2000","Jeep","Grand","Cherokee","Cherokee","4000","350000","Automatic","Left","Gas","Blue","","Wagon","06.02.2021","autoam 203","Jeep Grand Cherokee",NA,NA,NA,NA
"55","1994","Mercedes-Benz","124","</span>","Mercedes Benz E 220","4000","350000","Manual","Left","Gas","Silver","<span style=""background-color:#000000""></span>Black","Sedan","29.08.2020","autoam 204","Mercedes-Benz 124 </span>",NA,NA,NA,NA
"64","1991","Mercedes-Benz","S","500","500","4000","250000","Automatic","Left","Gasoline","Black","","Sedan","15.02.2020","autoam 205","Mercedes-Benz S 500",NA,NA,NA,NA
"74","1996","Mercedes-Benz","E","230","230","4000","280000","Manual","Left","Gas","Blue","","Sedan","03.01.2021","autoam 206","Mercedes-Benz E 230",NA,NA,NA,NA
"84","2000","Volkswagen","Golf","</span>","1.4 L 75 HP","4000","115000","Manual","Left","Gasoline","Black","<span style=""background-color:#000000""></span>Black","Hatchback","21.09.2020","autoam 207","Volkswagen Golf </span>",NA,NA,NA,NA
"94","1999","BMW","316","</span>","","4000","204000","Manual","Left","Gasoline","Gray","","Sedan","09.12.2020","autoam 208","BMW 316 </span>",NA,NA,NA,NA
"104","1996","Mercedes-Benz","E","280","280 E 280","4000","150000","Automatic","Left","Gas","Silver","","Sedan","28.11.2021","autoam 209","Mercedes-Benz E 280",NA,NA,NA,NA
"114","1998","Mercedes-Benz","E","200","200","4000","280000","Manual","Left","Gas","Blue","ABS","Sedan","17.10.2021","autoam 210","Mercedes-Benz E 200",NA,NA,NA,NA
"124","1999","Mercedes-Benz","C","180","180","4000","270000","Manual","Left","Gas","Green","ABS","Wagon","25.11.2021","autoam 211","Mercedes-Benz C 180",NA,NA,NA,NA
"134","1997","Mercedes-Benz","C","180","180","4000","290000","Automatic","Left","Gasoline","White","","Sedan","31.10.2021","autoam 212","Mercedes-Benz C 180",NA,NA,NA,NA
"144","1995","Mercedes-Benz","E","320","320 W124","4000","370000","Automatic","Left","Gas","Red","<span style=""background-color:#c7c7c7""></span>Gray","Sedan","22.11.2021","autoam 213","Mercedes-Benz E 320",NA,NA,NA,NA
"154","1996","Mercedes-Benz","E","200","200","3600","300","Automatic","Left","Gas","Black","136","Sedan","27.02.2021","autoam 214","Mercedes-Benz E 200",NA,NA,NA,NA
"164","1997","BMW","520","</span>","2 m52","3600","160000","Manual","Left","Gasoline","Օther color","2.0","Sedan","05.06.2021","autoam 215","BMW 520 </span>",NA,NA,NA,NA
"174","1996","Mercedes-Benz","C","180","180 1.8","3600","250000","","","",NA,"","","","autoam 216","Mercedes-Benz C 180",NA,NA,NA,NA
"184","1997","Mercedes-Benz","C","180","180","3950","275000","Manual","Left","Gas","Gray","","Sedan","20.12.2021","autoam 217","Mercedes-Benz C 180",NA,NA,NA,NA
"194","1987","Mercedes-Benz","C","180","180","3950","210000","Manual","Left","Gas","Cherry","","Sedan","01.12.2021","autoam 218","Mercedes-Benz C 180",NA,NA,NA,NA
"204","1998","Volkswagen","Golf","</span>","","4200","194000","Manual","Left","Gas","Silver","<span style=""background-color:#c7c7c7""></span>Gray","Hatchback","19.05.2022","autoam 219","Volkswagen Golf </span>",NA,NA,NA,NA
"217","1995","Mercedes-Benz","C","180","180","3950","330000","Manual","Left","Gasoline","Gray","ABS","Sedan","22.02.2022","autoam 220","Mercedes-Benz C 180",NA,NA,NA,NA
"224","1999","Mercedes-Benz","C","180","180 1.8","3900","190000","Manual","Left","Gas","Blue","ABS","Sedan","19.01.2021","autoam 221","Mercedes-Benz C 180",NA,NA,NA,NA
"234","1998","Mercedes-Benz","E","280","280","3900","330000","Automatic","Left","Gasoline","Blue","ABS","Sedan","05.09.2020","autoam 222","Mercedes-Benz E 280",NA,NA,NA,NA
"244","1996","Mercedes-Benz","C","180","180","3900","270000","Manual","Left","Gas","Silver","","Sedan","14.08.2020","autoam 223","Mercedes-Benz C 180",NA,NA,NA,NA
"254","1995","Mercedes-Benz","C","180","180","3900","220000","Automatic","Left","Gas","White","ABS","Sedan","17.01.2021","autoam 224","Mercedes-Benz C 180",NA,NA,NA,NA
"264","1999","Mercedes-Benz","C","180","180 Classic Selection","3900","300000","Manual","Left","Gas","Blue","<span style=""background-color:#000000""></span>Black","Sedan","22.09.2020","autoam 225","Mercedes-Benz C 180",NA,NA,NA,NA
"274","1998","BMW","523","</span>","Люкс","3900","375000","Automatic","Left","Gas","Blue","2.3","Sedan","01.09.2021","autoam 226","BMW 523 </span>",NA,NA,NA,NA
"284","1996","Mercedes-Benz","C","180","180 ԳԱԶ 14ԻԺԵԿՏՈՐ","4400","245000","Automatic","Left","Gas","Blue","1.8","Sedan","21.06.2022","autoam 227","Mercedes-Benz C 180",NA,NA,NA,NA
"294","1997","Mercedes-Benz","230","</span>","Mercedes C230","3500","305000","Manual","Left","Gas","Blue","2.3","Sedan","23.02.2021","autoam 228","Mercedes-Benz 230 </span>",NA,NA,NA,NA
"304","2000","Mercedes-Benz","200","</span>","","3500","390000","Manual","Left","Gasoline","Silver","ABS","Wagon","20.02.2021","autoam 229","Mercedes-Benz 200 </span>",NA,NA,NA,NA
"317","1995","Mercedes-Benz","124","</span>","2.2 E-class","3500","111","Manual","Left","Gasoline","Gray","","Sedan","23.05.2021","autoam 230","Mercedes-Benz 124 </span>",NA,NA,NA,NA
"324","1997","Mercedes-Benz","C","180","180","3500","195000","Manual","Left","Gas","Green","ABS","Sedan","16.03.2021","autoam 231","Mercedes-Benz C 180",NA,NA,NA,NA
"334","1997","Mercedes-Benz","C","180","180","3500","240000","Automatic","Left","Gasoline","Aubergine","","Sedan","04.04.2021","autoam 232","Mercedes-Benz C 180",NA,NA,NA,NA
"344","1995","Mercedes-Benz","C","220","220","4000","370000","Automatic","Left","Gasoline","Silver","<span style=""background-color:#000000""></span>Black","Sedan","17.02.2022","autoam 233","Mercedes-Benz C 220",NA,NA,NA,NA
"354","1996","Mercedes-Benz","C","180","180","3800","190000","Manual","Left","Gas","Silver","ABS","Sedan","21.01.2022","autoam 234","Mercedes-Benz C 180",NA,NA,NA,NA
"364","1997","BMW","528","</span>","","3700","329000","Manual","Left","Gasoline","Black","","Sedan","03.09.2021","autoam 235","BMW 528 </span>",NA,NA,NA,NA
"374","1998","Mercedes-Benz","C","180","180 Sharlot","3800","191600","Manual","Left","Gas","Red","<span style=""background-color:#000000""></span>Black","Sedan","08.01.2021","autoam 236","Mercedes-Benz C 180",NA,NA,NA,NA
"384","1998","Mercedes-Benz","C","180","180","3800","160000","Manual","Left","Gasoline","Blue","ABS","Sedan","27.01.2021","autoam 237","Mercedes-Benz C 180",NA,NA,NA,NA
"394","1999","Mercedes-Benz","C","180","180","3800","186000","Manual","Left","Gas","Black","ABS","Sedan","17.11.2020","autoam 238","Mercedes-Benz C 180",NA,NA,NA,NA
"404","2000","BMW","320","</span>","","3800","285000","Manual","Left","Gasoline","Blue","","Sedan","14.01.2021","autoam 239","BMW 320 </span>",NA,NA,NA,NA
"417","2000","Volkswagen","Golf","</span>","2.0","3800","210000","Automatic","Left","Gasoline","Black","<span style=""background-color:#000000""></span>Black","Hatchback","29.06.2022","autoam 240","Volkswagen Golf </span>",NA,NA,NA,NA
"424","1996","Ford","Mercury","</span>","4x4ԳԱԶ 24 ԻԺԵԿՏՈՐ SUV","3500","157000","Automatic","Left","Gas","Cherry","5.0","Truck","08.02.2021","autoam 241","Ford Mercury </span>",NA,NA,NA,NA
"434","1999","Jeep","Cherokee","</span>","SUV","3650","190000","Automatic","Left","Gas","Brown","","Truck","08.04.2021","autoam 242","Jeep Cherokee </span>",NA,NA,NA,NA
"444","1997","Mercedes-Benz","E","230","230","3800","25000","Manual","Left","Gas","Black","<span style=""background-color:#000000""></span>Black","Sedan","16.11.2021","autoam 243","Mercedes-Benz E 230",NA,NA,NA,NA
"454","1995","Mercedes-Benz","C","180","180","֏1800","250000","Manual","Left","Gas","Black","ABS","Sedan","01.09.2021","autoam 244","Mercedes-Benz C 180",NA,NA,NA,NA
"464","1996","Mercedes-Benz","C","180","180 Exprint","3800","999999","Manual","Left","Gas","Black","ABS","Sedan","18.04.2022","autoam 245","Mercedes-Benz C 180",NA,NA,NA,NA
"474","1998","Mercedes-Benz","C","200","200 Mercedes c200 1998","3700","245000","Manual","Left","Gas","Black","","Sedan","23.09.2021","autoam 246","Mercedes-Benz C 200",NA,NA,NA,NA
"484","1996","Volkswagen","Vento","</span>","","4000","139000","Automatic","Left","Gas","Blue","ABS","Sedan","29.05.2022","autoam 247","Volkswagen Vento </span>",NA,NA,NA,NA
"494","1995","Mercedes-Benz","C","180","180 Elengance","3700","240000","Automatic","Left","Gasoline","Blue","<span style=""background-color:#2e56a6""></span>Blue","Sedan","13.02.2022","autoam 248","Mercedes-Benz C 180",NA,NA,NA,NA
"504","1995","Mercedes-Benz","C","180","180","3700","252000","Manual","Left","Gas","Silver","ABS","Sedan","22.01.2021","autoam 249","Mercedes-Benz C 180",NA,NA,NA,NA
"514","1994","Mercedes-Benz","C","220","220","3700","170000","Automatic","Left","Gasoline","Silver","<span style=""background-color:#2e56a6""></span>Blue","Sedan","10.05.2021","autoam 250","Mercedes-Benz C 220",NA,NA,NA,NA
"218","1997","Mercedes-Benz","230","</span>","","3700","259000","Manual","Left","Gasoline","Silver","ABS","Sedan","28.01.2021","autoam 251","Mercedes-Benz 230 </span>",NA,NA,NA,NA
"318","1995","Mercedes-Benz","C","180","180","3700","225000","Manual","Left","Gas","Black","<span style=""background-color:#000000""></span>Black","Sedan","17.11.2020","autoam 252","Mercedes-Benz C 180",NA,NA,NA,NA
"418","1998","Mercedes-Benz","C","180","180 C 180 espirit","3700","195000","Manual","Left","Gas","Blue","ABS","Sedan","26.01.2021","autoam 253","Mercedes-Benz C 180",NA,NA,NA,NA
"56","1998","BMW","318","</span>","Bmw 3","3600","280","Manual","Left","Gas","Silver","ABS","Sedan","01.09.2021","autoam 254","BMW 318 </span>",NA,NA,NA,NA
